27,14,45,18,-9999,20,77445,10,1010,-999,27.1,-9999,594186803,0,0,0,0,0,0,-1,-1,-1,0,0,0,27,23.33333333,1,42,8.523809524,0,0,0,0,0,0,4
30,24,70,28.8,-9999,170,80075181,10,1005,-999,35,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,2,19.5,1,-1,-1,-1,3,11.33333333,1,11,27.81818182,1,12,21.33333333,1
23,17,69,14.4,-9999,100,2152477,6,1014,-999,-9999,-9999,1661107892,0,0,0,0,0,0,4,43.5,2,-1,-1,-1,18,33.55555556,2,39,17.28205128,1,23,24.60869565,1,32,32.625,2
30,19,51,10.8,-9999,30,77445,5,1009,-999,31.2,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,66,19.96969697,1,0,0,0,2,30,2
11,6,71,18,-9999,10,75454693,5,1018,-999,-9999,-9999,594186803,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,8,25.75,1,4,13.75,1,0,0,0,1,47,2
12,-5,30,18,-9999,30,77445,-9999,1024,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,32,16.9375,1,-1,-1,-1,23,28.60869565,1,8,48.5,2,0,0,4
30,26,79,18,-9999,150,82405,-9999,999,-999,37.4,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,16,1,35,26.05714286,1,106,4.830188679,0,23,13.26086957,1
31,26,75,21.6,-9999,160,82405,10,1009,-999,39.2,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,39,7.692307692,0,33,13.45454545,1
32,17,40,18,-9999,110,68951,-9999,1011,-999,32.3,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,46,20.43478261,1,29,33.86206897,2
29,15,42,14.4,-9999,30,77445,8,1012,-999,28.8,-9999,65193517,0,0,0,0,0,0,31,25.87096774,1,43,30.04651163,2,20,23.1,1,40,26.25,1,94,6.872340426,0,22,33.81818182,2
24,21,83,14.4,-9999,50,2487,10,1009,-999,-9999,-9999,1725699230,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,18.30952381,1,14,27.42857143,1,30,29.96666667,1
26,25,94,18,-9999,120,68951,8,1004,-999,-9999,-9999,-2141504601,0,1,0,0,0,0,52,12.84615385,1,-1,-1,-1,-1,-1,-1,72,2.805555556,0,50,14.24,1,22,23.72727273,1
17,-6,20,18,-9999,350,75454693,-9999,1024,-999,-9999,-9999,65193517,0,0,0,0,0,0,9,23.55555556,1,36,18.13888889,1,21,44.57142857,2,25,24.56,1,28,12.64285714,1,24,18.91666667,1
29,24,74,36,64.8,160,82405,3,1004,-999,33.5,-9999,-1982019121,0,1,0,0,1,0,95,13.56842105,1,-1,-1,-1,0,0,0,80,10.675,1,117,9.401709402,0,35,19.88571429,1
29,20,58,18,-9999,120,68951,10,1015,-999,30.7,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,32,8.6875,0,36,29.38888889,1,-1,-1,-1,413,1.566585956,0,407,5.371007371,4
30,26,79,10.8,-9999,170,80075181,10,1006,-999,37.4,-9999,770692164,0,0,0,0,0,0,36,21.13888889,1,17,37.41176471,2,-1,-1,-1,-1,-1,-1,6,35.66666667,2,53,8.905660377,4
25,17,61,14.4,-9999,110,68951,5,1014,-999,-9999,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,2,19.5,1,4,28,1,8,18,1,44,15.22727273,1
33,21,49,10.8,-9999,20,77445,5,1014,-999,36,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,29,17.86206897,1,38,40.78947368,2,23,8.52173913,0,104,6.740384615,0,15,28.26666667,1
22,14,60,10.8,-9999,10,75454693,6,1017,-999,-9999,-9999,594186803,0,0,0,0,0,0,9,3.555555556,0,-1,-1,-1,-1,-1,-1,44,19.18181818,1,44,23.45454545,1,67,7.641791045,4
19,-3,23,21.6,-9999,30,77445,7,1026,-999,-9999,-9999,65193517,0,0,0,0,0,0,5,34,2,-1,-1,-1,-1,-1,-1,33,39.39393939,2,17,37.88235294,2,59,37.45762712,2
19,6,43,14.4,-9999,290,86112,-9999,1019,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,0,0,0,8,30.25,2,-1,-1,-1,14,26.5,1,17,23.58823529,1
31,26,75,21.6,-9999,170,80075181,10,1009,-999,39.2,-9999,-1238187327,0,0,0,0,0,0,-1,-1,-1,32,150.96875,6,3,37,2,27,23.33333333,1,0,0,0,0,0,4
28,20,62,10.8,-9999,220,2660,6,1012,-999,29.7,-9999,65193517,0,0,0,0,0,0,14,35.35714286,2,-1,-1,-1,8,20,1,29,24.62068966,1,53,4.603773585,0,4,35,2
25,13,47,7.2,-9999,30,77445,10,1014,-999,-9999,-9999,-1238187327,0,0,0,0,0,0,-1,-1,-1,43,14.39534884,1,16,24,1,6,5.333333333,0,20,25.7,1,7,13.42857143,1
23,20,83,7.2,-9999,40,2487,-9999,1009,-999,-9999,-9999,-2141504601,0,1,0,0,0,0,-1,-1,-1,20,29.25,1,18,32.77777778,2,36,20.63888889,1,40,26.6,1,28,23.57142857,1
32,25,66,28.8,-9999,130,2642,10,1003,-999,39,-9999,-1238187327,0,0,0,0,0,0,-1,-1,-1,12,21.41666667,1,62,11.70967742,1,-1,-1,-1,68,13.64705882,1,95,13.56842105,1
32,26,70,21.6,-9999,180,80075181,-9999,1008,-999,40.4,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,7.139784946,0,52,16.57692308,1
20,15,73,7.2,-9999,270,2692559,2.9,1019,-999,-9999,-9999,2398493,0,0,0,0,0,0,8,25.75,1,-1,-1,-1,24,18.91666667,1,44,14.09090909,1,13,40.76923077,2,56,9.892857143,4
17,5,45,14.4,-9999,350,75454693,5,1022,-999,-9999,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,6,35.83333333,2,2,18,1,3,19.66666667,1
22,17,73,7.2,-9999,220,2660,4,1013,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,6,42.33333333,2,8,25.75,1,5,19.6,1,6,25.83333333,1
33,21,49,7.2,-9999,0,-1184942436,10,1010,-999,36,-9999,770692164,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,26,30.38461538,2,75,2.666666667,0,26,17.07692308,1
21,13,60,21.6,-9999,20,77445,-9999,1016,-999,-9999,-9999,65193517,0,0,0,0,0,0,44,15.22727273,1,39,37.07692308,2,19,37.36842105,2,20,37.1,2,28,35.64285714,2,58,11.65517241,1
33,20,46,21.6,-9999,300,86112,7,1002,-999,35.2,-9999,65193517,0,0,0,0,0,0,0,0,0,-1,-1,-1,45,16.53333333,1,62,12.67741935,1,308,4.415584416,0,73,8.452054795,4
20,7,43,21.6,-9999,350,75454693,-9999,1020,-999,-9999,-9999,65193517,0,0,0,0,0,0,3,22,1,39,17.28205128,1,29,9.103448276,0,58,11.65517241,1,37,26.37837838,1,23,32.52173913,2
31,27,79,21.6,-9999,170,80075181,10,1005,-999,40.5,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,29,23.4137931,1,3,14.66666667,1,14,26.92857143,1,32,9.875,0,12,21.41666667,1
32,10,26,18,-9999,100,2152477,-9999,1011,-999,-9999,-9999,65193517,0,0,0,0,0,0,27,23.33333333,1,67,7.641791045,0,-1,-1,-1,30,31.6,2,36,12.11111111,1,45,21.06666667,1
12,-5,30,18,-9999,30,77445,-9999,1024,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,24,28.45833333,1,-1,-1,-1,-1,-1,-1,59,13.38983051,1,34,18.41176471,1
33,26,66,21.6,-9999,190,80075181,10,1005,-999,41.8,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,3.192982456,0,80,10.675,1
32,23,59,14.4,-9999,290,86112,3.5,1006,-999,36.8,-9999,2242052,0,0,0,0,0,0,24,13.5,1,13,15.69230769,1,-1,-1,-1,6,35,2,0,0,0,0,0,4
30,26,79,14.4,-9999,200,82423,10,1007,-999,37.4,-9999,770692164,0,0,0,0,0,0,8,1.5,0,-1,-1,-1,-1,-1,-1,110,7.127272727,0,0,0,0,3,52,3
23,15,61,10.8,-9999,0,-1184942436,10,1014,-999,-9999,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,45,24.13333333,1,39,37.07692308,2,-1,-1,-1,62,10.74193548,1,10,47,2
29,21,62,10.8,-9999,110,68951,10,1010,-999,31.3,-9999,1661107892,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,24,13.5,1,29,17.86206897,1,36,20.94444444,1,1,66,3
29,25,79,7.2,-9999,230,2660,10,1006,-999,34.5,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,16,27.4375,1,37,9.135135135,4
27,23,79,14.4,-9999,190,80075181,8,1009,-999,29.6,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,3.555555556,0,18,23.77777778,1,32,150.96875,5
30,19,51,14.4,-9999,270,2692559,8,1010,-999,31.2,-9999,1661107892,0,0,0,0,0,0,-1,-1,-1,19,19.36842105,1,73,12.1369863,1,24,13.5,1,72,9.805555556,0,27,31.48148148,2
27,23,79,10.8,-9999,200,82423,-9999,1005,-999,29.6,-9999,2398493,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,29,23.4137931,1,10,20.8,1,6,34.16666667,2,0,0,4
29,26,84,28.8,-9999,170,80075181,-9999,1010,-999,35.6,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,34,22.94117647,1,17,21.05882353,1,-1,-1,-1,41,11.97560976,1,23,17.39130435,1
12,-5,30,18,-9999,30,77445,-9999,1024,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,32,2,0,0,4
23,14,57,14.4,-9999,280,2692559,-9999,1020,-999,-9999,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,8,28.25,1,5,34,2,0,0,0,4,22.25,1,1,41,2
12,-5,30,18,-9999,30,77445,-9999,1024,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,5,34,2,8,23.5,1,5,27.6,1,11,16.54545455,1,11,39.36363636,2
12,-5,30,18,-9999,30,77445,-9999,1024,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,34,33.17647059,2,14,32.57142857,2,74,4.864864865,0,32,30.0625,2
15,6,55,18,-9999,40,2487,10,1019,-999,-9999,-9999,594186803,0,0,0,0,0,0,24,26.41666667,1,-1,-1,-1,38,4.578947368,0,-1,-1,-1,15,12,1,49,16.48979592,1
18,11,64,14.4,-9999,340,77463,-9999,1019,-999,-9999,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,2,15.5,1,2,7.5,0,-1,-1,-1,33,27.96969697,1,46,10.76086957,1
12,-5,30,18,-9999,30,77445,-9999,1024,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4
24,22,89,14.4,-9999,300,86112,-9999,1007,-999,-9999,-9999,1661107892,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19,12.15789474,1,19,6.631578947,0,34,21.70588235,1,11,24.09090909,1
30,22,62,14.4,-9999,210,82423,10,1008,-999,33.2,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,0,0,0,79,5.873417722,0,1,0,0,0,0,0,0,0,4
29,14,40,18,-9999,50,2487,-9999,1012,-999,28.6,-9999,65193517,0,0,0,0,0,0,0,0,0,-1,-1,-1,20,21.9,1,9,42.44444444,2,27,27.33333333,1,21,38.19047619,2
28,23,74,21.6,-9999,190,80075181,10,1008,-999,31.2,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,111,4.765765766,0,22,28.81818182,1,98,8.081632653,0,20,23.5,1
29,22,66,10.8,-9999,230,2660,-9999,1014,-999,32,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,75,13.54666667,1,0,0,0,0,0,0,0,0,0,0,0,4
27,17,54,25.2,-9999,40,2487,10,1008,-999,27.7,-9999,1661107892,0,0,0,0,0,0,-1,-1,-1,5,31.6,2,-1,-1,-1,75,13.54666667,1,24,21.70833333,1,73,12.1369863,1
22,13,57,10.8,-9999,250,86267,-9999,1016,-999,-9999,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,35.35,2,21,29.14285714,1,21,44.57142857,2
20,12,60,10.8,-9999,270,2692559,-9999,1021,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,6,35.83333333,2,12,27.08333333,1,1,44,2,1,12,1
27,16,51,10.8,-9999,260,2692559,-9999,1015,-999,27.5,-9999,2242052,0,0,0,0,0,0,20,29.25,1,-1,-1,-1,45,29.73333333,1,8,20,1,31,22.77419355,1,38,10.05263158,1
28,27,94,21.6,-9999,200,82423,6,997,-999,34.5,-9999,-2141504601,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,35,26.05714286,1,17,35.94117647,2,12,44.33333333,2,42,11.19047619,1
28,23,74,10.8,-9999,170,80075181,-9999,1010,-999,31.2,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,26,30.38461538,2,18,5.888888889,0,27,16.33333333,1
30,26,79,25.2,-9999,170,80075181,10,1004,-999,37.4,-9999,-1238187327,0,0,0,0,0,0,-1,-1,-1,5,35.4,2,-1,-1,-1,24,27.08333333,1,89,7.08988764,0,99,11.72727273,1
18,6,45,7.2,-9999,0,-1184942436,8,1018,-999,-9999,-9999,1379812394,0,0,0,0,0,0,-1,-1,-1,22,5.909090909,0,2,15.5,1,-1,-1,-1,0,0,0,0,0,4
19,13,68,10.8,-9999,80,2152477,10,1015,-999,-9999,-9999,594186803,0,0,0,0,0,0,-1,-1,-1,0,0,0,46,10.76086957,1,-1,-1,-1,13,21.92307692,1,8,30.25,2
25,22,83,14.4,32.4,80,2152477,-9999,1008,-999,-9999,-9999,-2141504601,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,42,8.523809524,0,6,25,1,55,11.36363636,1,19,12.15789474,1
18,9,56,18,-9999,20,77445,7,1021,-999,-9999,-9999,594186803,0,0,0,0,0,0,-1,-1,-1,0,0,0,9,16.88888889,1,56,16.23214286,1,16,22.0625,1,19,9.894736842,4
12,-5,30,18,-9999,30,77445,-9999,1024,-999,-9999,-9999,65193517,0,0,0,0,0,0,5,27.6,1,59,37.45762712,2,16,43.375,2,17,49.76470588,2,341,2.53372434,0,30,11,1
27,23,79,21.6,-9999,160,82405,10,1011,-999,29.6,-9999,1661107892,0,0,0,0,0,0,-1,-1,-1,38,4.578947368,0,0,0,0,-1,-1,-1,71,12.73239437,1,32,16.9375,1
18,15,83,10.8,-9999,30,77445,-9999,1017,-999,-9999,-9999,594186803,0,0,0,0,0,0,2,13.5,1,19,22.94736842,1,-1,-1,-1,62,15.61290323,1,0,0,0,0,0,4
31,26,75,7.2,-9999,220,2660,10,1006,-999,39.2,-9999,-2141504601,0,1,0,0,0,0,-1,-1,-1,19,6.631578947,0,13,18.38461538,1,10,13.3,1,5,16,1,5,30,2
14,-1,36,10.8,-9999,350,75454693,8,1020,-999,-9999,-9999,1661107892,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,23.55555556,1,4,33.25,2,6,42.33333333,2
31,26,75,10.8,-9999,220,2660,10,1003,-999,39.2,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,17,35.94117647,2,61,14.78688525,1,-1,-1,-1,0,0,0,0,0,4
17,-1,30,18,-9999,300,86112,8,1023,-999,-9999,-9999,65193517,0,0,0,0,0,0,6,42.33333333,2,31,22.58064516,1,33,9.636363636,0,24,18.91666667,1,13,10.76923077,1,28,22.92857143,1
32,26,70,18,-9999,180,80075181,10,1010,-999,40.4,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,11,33.27272727,2,41,25.82926829,1,39,12.61538462,1,14,38.57142857,2
29,18,51,14.4,-9999,30,77445,-9999,1016,-999,29.8,-9999,2242052,0,0,0,0,0,0,95,5.978947368,0,-1,-1,-1,73,8.452054795,0,51,10.78431373,1,45,13.73333333,1,45,29.73333333,1
18,16,88,14.4,-9999,10,75454693,5,1012,-999,-9999,-9999,1725699230,0,1,0,0,0,0,-1,-1,-1,18,38.66666667,2,24,14.08333333,1,-1,-1,-1,21,14.76190476,1,8,26.75,1
12,-5,30,18,-9999,30,77445,-9999,1024,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,74,6.445945946,0,28,26.89285714,1,0,0,0,104,7.25,0,34,33.17647059,2
33,25,63,21.6,-9999,180,80075181,-9999,1009,-999,40.6,-9999,65193517,0,0,0,0,0,0,0,0,0,8,16,1,-1,-1,-1,6,42.33333333,2,0,0,0,0,0,4
20,18,88,0,-9999,0,75454693,2.4,1011,-999,-9999,-9999,1661107892,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,44,15.22727273,1,16,23.875,1,14,31.71428571,2,6,30,2
35,19,39,7.2,-9999,50,2487,-9999,1003,-999,36.9,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,104,11.69230769,1,0,0,0,47,6.659574468,0,86,2.709302326,0,82,4.975609756,4
20,10,52,14.4,-9999,300,86112,-9999,1020,-999,-9999,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,4,25.75,1,0,0,0,7,34.14285714,2,1,9,0,9,16.88888889,1
24,19,73,7.2,-9999,210,82423,5,1016,-999,-9999,-9999,1661107892,0,0,0,0,0,0,0,0,0,44,14.09090909,1,-1,-1,-1,-1,-1,-1,0,0,0,18,33.55555556,2
25,19,69,10.8,-9999,190,80075181,5,1012,-999,-9999,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,8,25.75,1,19,12.68421053,1,0,0,0,4,30.75,2,15,30.73333333,2
25,20,74,14.4,-9999,220,2660,-9999,1011,-999,-9999,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,22,27.95454545,1,1,14,1,5,25.8,1,1,11,1
28,25,84,7.2,-9999,190,80075181,10,999,-999,32.7,-9999,1661107892,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,73,9.232876712,0,55,10.03636364,1,42,20.61904762,1
26,14,47,10.8,-9999,20,77445,5,1016,-999,-9999,-9999,2242052,0,0,0,0,0,0,25,35.44,2,26,32.76923077,2,69,12.37681159,1,22,33.81818182,2,49,12.48979592,1,13,22.46153846,1
21,12,56,7.2,-9999,280,2692559,-9999,1017,-999,-9999,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,6,35.83333333,2,56,16.23214286,1,9,33.66666667,2,9,15.33333333,1,8,23.5,1
33,16,36,18,-9999,330,77463,7,1001,-999,33,-9999,65193517,0,0,0,0,0,0,27,31.48148148,2,0,0,0,-1,-1,-1,0,0,0,8,16.75,1,16,24.25,1
28,25,84,7.2,-9999,170,80075181,-9999,1007,-999,32.7,-9999,65193517,0,0,0,0,0,0,5,35.4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,5.441860465,0,110,7.127272727,4
31,25,70,7.2,-9999,190,80075181,10,1007,-999,37.6,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,47,6.659574468,0,0,0,0,98,4.183673469,0,108,9.074074074,4
24,5,29,14.4,-9999,100,2152477,-9999,1015,-999,-9999,-9999,65193517,0,0,0,0,0,0,8,30.25,2,33,39.39393939,2,39,17.28205128,1,10,47,2,4,18,1,18,30.88888889,2
29,26,84,7.2,-9999,160,82405,6,997,-999,35.6,-9999,594186803,0,0,0,0,0,0,20,38.4,2,-1,-1,-1,49,10.6122449,1,106,6.79245283,0,23,28.60869565,1,30,19.26666667,1
20,15,73,14.4,-9999,20,77445,7,1015,-999,-9999,-9999,594186803,0,0,0,0,0,0,24,14.08333333,1,-1,-1,-1,19,22.94736842,1,78,7.051282051,0,26,26,1,39,26.41025641,1
29,23,70,10.8,-9999,200,82423,-9999,1015,-999,32.7,-9999,2398493,0,0,0,0,0,0,-1,-1,-1,42,11.14285714,1,38,32.60526316,2,-1,-1,-1,105,8.980952381,0,47,17.0212766,1
25,17,61,18,-9999,110,68951,8,1013,-999,-9999,-9999,-1238187327,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,4,25.75,1,6,25.83333333,1,3,39.33333333,2,0,0,4
33,26,66,25.2,-9999,180,80075181,10,1006,-999,41.8,-9999,-1238187327,0,0,0,0,0,0,-1,-1,-1,10,50.8,3,5,30,2,1,16,1,40,29.85,1,14,26.92857143,1
12,-5,30,14.4,-9999,350,75454693,-9999,1024,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,20,21.65,1,8,28.25,1
28,25,84,14.4,-9999,60,68796,10,1003,-999,32.7,-9999,-2141504601,0,1,0,0,0,0,1,66,3,-1,-1,-1,0,0,0,0,0,0,50,14.12,1,47,24.85106383,1
33,22,52,18,-9999,300,86112,-9999,1002,-999,36.9,-9999,65193517,0,0,0,0,0,0,2,32,2,-1,-1,-1,26,32.76923077,2,36,29.38888889,1,18,25.11111111,1,62,12.67741935,1
30,19,51,10.8,-9999,230,2660,5,1012,-999,31.2,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,66,19.96969697,1,0,0,0,0,0,0,0,0,4
20,13,64,18,-9999,200,82423,5,1025,-999,-9999,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,6,42.33333333,2,1,12,1,19,12.68421053,1,7,14.42857143,1,7,34.14285714,2
32,26,70,18,-9999,200,82423,10,1007,-999,40.4,-9999,770692164,0,0,0,0,0,0,13,18.38461538,1,-1,-1,-1,-1,-1,-1,74,11.35135135,1,12,34.5,2,48,18.58333333,1
30,23,66,7.2,-9999,210,82423,5,1014,-999,34.1,-9999,2242052,0,0,0,0,0,0,-1,-1,-1,24,13.5,1,0,0,0,38,40.78947368,2,17,31.88235294,2,14,26.71428571,1
10,5,71,28.8,-9999,20,77445,10,1023,-999,-9999,-9999,594186803,0,0,0,0,0,0,-1,-1,-1,2,7.5,0,24,26.41666667,1,2,19.5,1,1,17,1,1,20,1
24,21,83,10.8,-9999,210,82423,-9999,1010,-999,-9999,-9999,2398493,0,0,0,0,0,0,22,27.95454545,1,-1,-1,-1,17,49.76470588,2,41,29.2195122,1,55,28.03636364,1,36,36.11111111,2
12,-5,30,18,-9999,30,77445,-9999,1024,-999,-9999,-9999,65193517,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,20,23.5,1,-1,-1,-1,137,7.532846715,0,56,25.64285714,1
26,23,83,7.2,-9999,210,82423,2.1,1006,-999,-9999,-9999,-2141504601,0,1,0,0,0,0,-1,-1,-1,20,29.35,1,26,31.53846154,2,0,0,0,1,12,1,1,42,2
30,24,70,25.2,-9999,170,80075181,10,1008,-999,35,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,17,33.29411765,2,-1,-1,-1,16,17.75,1,0,0,4
29,23,70,10.8,-9999,210,82423,6,1012,-999,32.7,-9999,1661107892,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,38,32.60526316,2,76,8.815789474,0,95,5.978947368,4
29,27,89,21.6,-9999,160,82405,10,1004,-999,36.8,-9999,-1238187327,0,0,0,0,0,0,-1,-1,-1,0,0,0,11,24.09090909,1,29,23.4137931,1,50,25.54,1,26,31.53846154,2
29,26,84,18,-9999,170,80075181,7,1006,-999,35.6,-9999,1725699230,0,1,0,0,0,0,-1,-1,-1,8,8.75,0,19,19.36842105,1,-1,-1,-1,58,16.29310345,1,20,24.2,1
32,25,66,10.8,-9999,160,82405,10,1009,-999,39,-9999,770692164,0,0,0,0,0,0,62,11.70967742,1,-1,-1,-1,36,19.22222222,1,-1,-1,-1,0,0,0,0,0,4
24,14,53,18,-9999,90,2152477,10,1013,-999,-9999,-9999,770692164,0,0,0,0,0,0,8,23.5,1,-1,-1,-1,51,16.82352941,1,16,43.375,2,41,12.82926829,1,25,26.96,1
30,22,62,10.8,-9999,220,2660,7,1014,-999,33.2,-9999,770692164,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,27,13.96296296,1,20,29.25,1,40,14.075,1,23,8.52173913,4
